psLayout version 3

match	mis- 	rep. 	N's	Q gap	Q gap	T gap	T gap	strand	Q        	Q   	Q    	Q  	T        	T   	T    	T  	block	blockSizes 	qStarts	 tStarts
64	40	0	0	0	0	0	0	+	CORE_REP|Org32_Gene131#	1819	368	472	CORE_REP|Org6_Gene2964#	2111	230	334	1	104,	368,	230,
283	116	0	0	3	67	4	55	+	CORE_REP|Org32_Gene131#	1819	61	527	CORE_REP|Org6_Gene3846#	1733	46	500	5	42,68,45,77,167,	61,129,220,283,360,	46,112,201,255,333,
184	100	0	0	1	10	1	10	+	CORE_REP|Org32_Gene131#	1819	756	1050	CORE_REP|Org6_Gene3846#	1733	743	1037	2	198,86,	756,964,	743,951,
112	49	0	0	1	5	1	4	+	CORE_REP|Org32_Gene131#	1819	1462	1628	CORE_REP|Org6_Gene3846#	1733	1372	1537	2	72,89,	1462,1539,	1372,1448,
51	25	0	0	0	0	0	0	+	CORE_REP|Org32_Gene131#	1819	1279	1355	CORE_REP|Org6_Gene3846#	1733	1236	1312	1	76,	1279,	1236,
53	34	0	0	0	0	0	0	+	CORE_REP|Org32_Gene131#	1819	1715	1802	CORE_REP|Org6_Gene3846#	1733	1622	1709	1	87,	1715,	1622,
42	16	0	0	0	0	0	0	+	CORE_REP|Org32_Gene131#	1819	368	426	CORE_REP|Org8_Gene2952#	1827	260	318	1	58,	368,	260,
224	116	0	0	2	107	2	85	+	CORE_REP|Org22_Gene7291#	1744	40	487	CORE_REP|Org16_Gene248#	1400	18	443	3	136,91,113,	40,266,374,	18,222,330,
54	31	0	0	0	0	0	0	+	CORE_REP|Org22_Gene7291#	1744	687	772	CORE_REP|Org16_Gene248#	1400	637	722	1	85,	687,	637,
18	6	0	0	0	0	0	0	+	CORE_REP|Org22_Gene7291#	1744	1158	1182	CORE_REP|Org16_Gene248#	1400	1056	1080	1	24,	1158,	1056,
594	249	0	0	6	136	6	144	+	CORE_REP|Org10_Gene4068#	1650	658	1637	CORE_REP|Org5_Gene2523#	1624	627	1614	7	59,31,298,109,38,182,126,	658,755,804,1111,1229,1277,1511,	627,727,777,1088,1206,1254,1488,
43	36	0	0	0	0	0	0	+	CORE_REP|Org10_Gene4068#	1650	378	457	CORE_REP|Org5_Gene2523#	1624	376	455	1	79,	378,	376,
138	70	0	0	0	0	0	0	+	CORE_REP|Org31_Gene7907#	1631	564	772	CORE_REP|Org17_Gene3919#	1184	211	419	1	208,	564,	211,
107	57	0	0	1	17	1	13	+	CORE_REP|Org31_Gene7907#	1631	1126	1307	CORE_REP|Org17_Gene3919#	1184	701	878	2	41,123,	1126,1184,	701,755,
55	36	0	0	0	0	0	0	+	CORE_REP|Org31_Gene7907#	1631	370	461	CORE_REP|Org17_Gene3919#	1184	18	109	1	91,	370,	18,
1155	290	0	0	5	90	5	77	+	CORE_REP|Org1_Gene71#	1567	32	1567	CORE_REP|Org20_Gene3883#	1528	6	1528	6	142,125,294,90,717,77,	32,183,317,653,762,1490,	6,150,280,621,724,1451,
37	16	0	0	0	0	0	0	+	CORE_REP|Org13_Gene4223#	1497	541	594	CORE_REP|Org11_Gene2330#	514	24	77	1	53,	541,	24,
18	6	0	0	0	0	0	0	+	CORE_REP|Org13_Gene4223#	1497	991	1015	CORE_REP|Org11_Gene2330#	514	468	492	1	24,	991,	468,
335	101	0	0	2	20	3	22	+	CORE_REP|Org13_Gene4223#	1497	2	458	CORE_REP|Org12_Gene3720#	518	14	472	4	52,44,58,282,	2,71,118,176,	14,83,131,190,
86	39	0	0	0	0	0	0	+	CORE_REP|Org13_Gene4223#	1497	811	936	CORE_REP|Org21_Gene3351#	585	301	426	1	125,	811,	301,
65	23	0	0	0	0	0	0	+	CORE_REP|Org13_Gene4223#	1497	542	630	CORE_REP|Org21_Gene3351#	585	36	124	1	88,	542,	36,
26	21	0	0	0	0	0	0	+	CORE_REP|Org13_Gene4223#	1497	691	738	CORE_REP|Org21_Gene3351#	585	184	231	1	47,	691,	184,
24	14	0	0	0	0	0	0	+	CORE_REP|Org12_Gene4629#	1459	989	1027	CORE_REP|Org13_Gene2947#	737	397	435	1	38,	989,	397,
28	10	0	0	1	7	1	7	+	CORE_REP|Org12_Gene4629#	1459	1150	1195	CORE_REP|Org13_Gene2947#	737	582	627	2	20,18,	1150,1177,	582,609,
701	183	0	0	5	172	5	183	+	CORE_REP|Org12_Gene4629#	1459	311	1367	CORE_REP|Org18_Gene1039#	1234	63	1130	6	197,66,8,60,471,82,	311,518,622,745,808,1285,	63,275,380,500,566,1048,
21	12	0	0	0	0	0	0	+	CORE_REP|Org23_Gene3064#	1421	517	550	CORE_REP|Org12_Gene103#	2512	1868	1901	1	33,	517,	1868,
165	74	0	0	1	10	1	10	+	CORE_REP|Org8_Gene973#	1382	488	737	CORE_REP|Org15_Gene3648#	1236	395	644	2	119,120,	488,617,	395,524,
74	45	0	0	0	0	0	0	+	CORE_REP|Org8_Gene973#	1382	1251	1370	CORE_REP|Org15_Gene3648#	1236	1104	1223	1	119,	1251,	1104,
60	31	0	0	0	0	0	0	+	CORE_REP|Org8_Gene973#	1382	841	932	CORE_REP|Org15_Gene3648#	1236	727	818	1	91,	841,	727,
40	33	0	0	0	0	0	0	+	CORE_REP|Org8_Gene973#	1382	141	214	CORE_REP|Org15_Gene3648#	1236	90	163	1	73,	141,	90,
51	33	0	0	1	11	1	11	+	CORE_REP|Org8_Gene973#	1382	846	941	CORE_REP|Org16_Gene299#	1331	797	892	2	47,37,	846,904,	797,855,
38	27	0	0	0	0	0	0	+	CORE_REP|Org8_Gene973#	1382	480	545	CORE_REP|Org16_Gene299#	1331	437	502	1	65,	480,	437,
36	26	0	0	0	0	0	0	+	CORE_REP|Org8_Gene973#	1382	848	910	CORE_REP|Org3_Gene1267#	1391	845	907	1	62,	848,	845,
159	31	0	0	2	11	2	11	+	CORE_REP|Org29_Gene998#	1353	47	248	CORE_REP|Org20_Gene217#	244	40	241	3	44,57,89,	47,100,159,	40,94,152,
130	53	0	0	0	0	0	0	+	CORE_REP|Org29_Gene998#	1353	797	980	CORE_REP|Org5_Gene216#	944	572	755	1	183,	797,	572,
77	29	0	0	0	0	0	0	+	CORE_REP|Org29_Gene998#	1353	497	603	CORE_REP|Org5_Gene216#	944	238	344	1	106,	497,	238,
1154	154	0	0	4	14	2	8	+	CORE_REP|Org32_Gene6312#	1322	0	1322	CORE_REP|Org17_Gene688#	1316	0	1316	5	651,249,112,276,20,	0,653,912,1025,1302,	0,654,908,1020,1296,
891	212	0	0	2	13	3	22	+	CORE_REP|Org4_Gene2599#	1293	173	1289	CORE_REP|Org6_Gene1273#	1231	105	1230	4	352,162,298,291,	173,535,697,998,	105,467,633,939,
29	9	0	0	0	0	0	0	+	CORE_REP|Org4_Gene2599#	1293	5	43	CORE_REP|Org6_Gene1273#	1231	5	43	1	38,	5,	5,
34	16	0	0	0	0	0	0	+	CORE_REP|Org19_Gene4000#	1277	424	474	CORE_REP|Org22_Gene644#	1094	250	300	1	50,	424,	250,
33	15	0	0	0	0	0	0	+	CORE_REP|Org19_Gene4000#	1277	1199	1247	CORE_REP|Org22_Gene644#	1094	1013	1061	1	48,	1199,	1013,
20	4	0	0	0	0	0	0	+	CORE_REP|Org19_Gene4000#	1277	856	880	CORE_REP|Org22_Gene644#	1094	671	695	1	24,	856,	671,
32	12	0	0	1	8	1	8	+	CORE_REP|Org19_Gene4000#	1277	186	238	CORE_REP|Org22_Gene644#	1094	15	67	2	26,18,	186,220,	15,49,
895	246	0	0	5	131	5	46	+	CORE_REP|Org23_Gene2485#	1274	2	1274	CORE_REP|Org8_Gene2101#	1194	6	1193	6	139,219,51,66,224,442,	2,150,377,438,508,832,	6,152,376,437,509,751,
190	96	0	0	3	112	3	104	+	CORE_REP|Org12_Gene2335#	1243	468	866	CORE_REP|Org8_Gene655#	1097	334	724	4	58,60,44,124,	468,543,642,742,	334,400,499,600,
39	16	0	0	0	0	0	0	+	CORE_REP|Org12_Gene2335#	1243	0	55	CORE_REP|Org8_Gene655#	1097	0	55	1	55,	0,	0,
735	220	0	0	5	203	5	55	+	CORE_REP|Org5_Gene4600#	1242	61	1219	CORE_REP|Org10_Gene3385#	1079	46	1056	6	67,72,310,150,209,147,	61,190,278,608,775,1072,	46,116,198,527,694,909,
33	20	0	0	0	0	0	0	+	CORE_REP|Org5_Gene4600#	1242	478	531	CORE_REP|Org13_Gene1562#	1184	380	433	1	53,	478,	380,
286	131	0	0	3	87	3	71	+	CORE_REP|Org12_Gene267#	1238	103	607	CORE_REP|Org1_Gene551#	1110	30	518	4	268,100,8,41,	103,436,546,566,	30,347,457,477,
29	20	0	0	0	0	0	0	+	CORE_REP|Org12_Gene267#	1238	1038	1087	CORE_REP|Org1_Gene551#	1110	947	996	1	49,	1038,	947,
943	169	0	0	3	25	4	28	+	CORE_REP|Org16_Gene4684#	1193	48	1185	CORE_REP|Org4_Gene2994#	1172	25	1165	5	47,241,606,186,32,	48,97,346,967,1153,	25,75,326,946,1133,
29	16	0	0	0	0	0	0	+	CORE_REP|Org11_Gene509#	1192	388	433	CORE_REP|Org10_Gene3385#	1079	398	443	1	45,	388,	398,
940	222	0	0	2	14	2	14	+	CORE_REP|Org11_Gene509#	1192	16	1192	CORE_REP|Org13_Gene1562#	1184	8	1184	3	947,183,32,	16,969,1160,	8,962,1152,
57	42	0	0	0	0	0	0	+	CORE_REP|Org18_Gene5713#	1165	33	132	CORE_REP|Org17_Gene3809#	1098	32	131	1	99,	33,	32,
37	29	0	0	0	0	0	0	+	CORE_REP|Org18_Gene5713#	1165	190	256	CORE_REP|Org17_Gene3809#	1098	180	246	1	66,	190,	180,
26	10	0	0	0	0	0	0	+	CORE_REP|Org18_Gene5713#	1165	1048	1084	CORE_REP|Org17_Gene3809#	1098	981	1017	1	36,	1048,	981,
29	20	0	0	0	0	0	0	+	CORE_REP|Org18_Gene5713#	1165	598	647	CORE_REP|Org17_Gene3809#	1098	606	655	1	49,	598,	606,
41	11	0	0	0	0	0	0	+	CORE_REP|Org18_Gene5713#	1165	274	326	CORE_REP|Org1_Gene3488#	1094	276	328	1	52,	274,	276,
46	26	0	0	0	0	0	0	+	CORE_REP|Org18_Gene5713#	1165	576	648	CORE_REP|Org1_Gene3488#	1094	578	650	1	72,	576,	578,
36	22	0	0	0	0	0	0	+	CORE_REP|Org18_Gene5713#	1165	30	88	CORE_REP|Org1_Gene3488#	1094	32	90	1	58,	30,	32,
35	24	0	0	0	0	0	0	+	CORE_REP|Org18_Gene5713#	1165	1026	1085	CORE_REP|Org1_Gene3488#	1094	956	1015	1	59,	1026,	956,
39	16	0	0	0	0	0	0	+	CORE_REP|Org18_Gene5713#	1165	270	325	CORE_REP|Org21_Gene3845#	1094	252	307	1	55,	270,	252,
25	8	0	0	0	0	0	0	+	CORE_REP|Org18_Gene5713#	1165	882	915	CORE_REP|Org21_Gene3845#	1094	809	842	1	33,	882,	809,
40	27	0	0	1	8	1	8	+	CORE_REP|Org18_Gene5713#	1165	1009	1084	CORE_REP|Org21_Gene3845#	1094	935	1010	2	27,40,	1009,1044,	935,970,
20	7	0	0	0	0	0	0	+	CORE_REP|Org18_Gene5713#	1165	623	650	CORE_REP|Org21_Gene3845#	1094	609	636	1	27,	623,	609,
53	19	0	0	2	17	2	17	+	CORE_REP|Org21_Gene4349#	1156	180	269	CORE_REP|Org18_Gene989#	667	145	234	3	15,19,38,	180,205,231,	145,170,196,
29	17	0	0	0	0	0	0	+	CORE_REP|Org21_Gene4349#	1156	84	130	CORE_REP|Org18_Gene989#	667	57	103	1	46,	84,	57,
19	8	0	0	0	0	0	0	+	CORE_REP|Org21_Gene4349#	1156	28	55	CORE_REP|Org18_Gene989#	667	5	32	1	27,	28,	5,
80	50	0	0	0	0	0	0	+	CORE_REP|Org21_Gene4349#	1156	170	300	CORE_REP|Org20_Gene2523#	654	146	276	1	130,	170,	146,
28	20	0	0	0	0	0	0	+	CORE_REP|Org21_Gene4349#	1156	84	132	CORE_REP|Org20_Gene2523#	654	59	107	1	48,	84,	59,
28	14	0	0	0	0	0	0	+	CORE_REP|Org21_Gene4349#	1156	229	271	CORE_REP|Org22_Gene3331#	600	215	257	1	42,	229,	215,
37	34	0	0	0	0	0	0	+	CORE_REP|Org21_Gene4349#	1156	387	458	CORE_REP|Org22_Gene3331#	600	369	440	1	71,	387,	369,
23	14	0	0	0	0	0	0	+	CORE_REP|Org21_Gene4349#	1156	18	55	CORE_REP|Org22_Gene3331#	600	4	41	1	37,	18,	4,
873	215	0	0	2	36	2	36	+	CORE_REP|Org21_Gene4349#	1156	24	1148	CORE_REP|Org2_Gene2421#	1127	0	1124	3	63,857,168,	24,97,980,	0,73,956,
115	68	0	0	0	0	0	0	+	CORE_REP|Org11_Gene4384#	1144	225	408	CORE_REP|Org17_Gene3809#	1098	288	471	1	183,	225,	288,
50	39	0	0	0	0	0	0	+	CORE_REP|Org11_Gene4384#	1144	975	1064	CORE_REP|Org17_Gene3809#	1098	928	1017	1	89,	975,	928,
22	11	0	0	0	0	0	0	+	CORE_REP|Org11_Gene4384#	1144	652	685	CORE_REP|Org17_Gene3809#	1098	622	655	1	33,	652,	622,
25	17	0	0	0	0	0	0	+	CORE_REP|Org11_Gene4384#	1144	158	200	CORE_REP|Org17_Gene3809#	1098	203	245	1	42,	158,	203,
18	6	0	0	0	0	0	0	+	CORE_REP|Org11_Gene4384#	1144	867	891	CORE_REP|Org17_Gene3809#	1098	824	848	1	24,	867,	824,
135	51	0	0	2	23	2	23	+	CORE_REP|Org11_Gene4384#	1144	161	370	CORE_REP|Org1_Gene3488#	1094	218	427	3	50,45,91,	161,226,279,	218,283,336,
92	53	0	0	0	0	0	0	+	CORE_REP|Org11_Gene4384#	1144	541	686	CORE_REP|Org1_Gene3488#	1094	505	650	1	145,	541,	505,
101	46	0	0	2	20	2	20	+	CORE_REP|Org11_Gene4384#	1144	968	1135	CORE_REP|Org1_Gene3488#	1094	918	1085	3	15,75,57,	968,992,1078,	918,942,1028,
25	8	0	0	0	0	0	0	+	CORE_REP|Org11_Gene4384#	1144	857	890	CORE_REP|Org1_Gene3488#	1094	820	853	1	33,	857,	820,
39	21	0	0	0	0	0	0	+	CORE_REP|Org11_Gene4384#	1144	214	274	CORE_REP|Org21_Gene3845#	1094	251	311	1	60,	214,	251,
34	17	0	0	0	0	0	0	+	CORE_REP|Org11_Gene4384#	1144	318	369	CORE_REP|Org21_Gene3845#	1094	358	409	1	51,	318,	358,
22	4	0	0	0	0	0	0	+	CORE_REP|Org11_Gene4384#	1144	867	893	CORE_REP|Org21_Gene3845#	1094	819	845	1	26,	867,	819,
100	56	0	0	1	9	1	8	+	CORE_REP|Org22_Gene62#	1135	737	902	CORE_REP|Org18_Gene3634#	505	111	275	2	38,118,	737,784,	111,157,
520	212	0	0	5	150	5	165	+	CORE_REP|Org22_Gene62#	1135	245	1127	CORE_REP|Org7_Gene1662#	1083	185	1082	6	329,37,59,133,22,152,	245,643,737,807,943,975,	185,591,685,755,898,930,
232	104	0	0	2	24	2	25	+	CORE_REP|Org29_Gene4667#	1095	686	1046	CORE_REP|Org1_Gene466#	531	121	482	3	121,141,74,	686,819,972,	121,252,408,
37	18	0	0	0	0	0	0	+	CORE_REP|Org29_Gene4667#	1095	568	623	CORE_REP|Org1_Gene466#	531	3	58	1	55,	568,	3,
219	49	0	0	5	50	5	61	+	CORE_REP|Org29_Gene4667#	1095	71	389	CORE_REP|Org3_Gene475#	554	61	390	6	46,45,30,6,67,74,	71,128,184,224,241,315,	61,141,190,225,242,316,
674	228	0	0	8	99	8	99	+	CORE_REP|Org30_Gene2591#	1092	65	1066	CORE_REP|Org19_Gene1570#	1041	16	1017	10	185,14,33,95,18,169,144,120,30,94,	65,250,278,320,421,443,618,768,926,972,	16,202,228,269,370,400,569,719,877,923,
233	112	0	0	4	88	4	87	+	CORE_REP|Org8_Gene1210#	1080	647	1080	CORE_REP|Org22_Gene2139#	1013	581	1013	5	37,95,55,27,131,	647,700,803,865,949,	581,634,737,799,882,
35	17	0	0	0	0	0	0	+	CORE_REP|Org8_Gene1210#	1080	439	491	CORE_REP|Org22_Gene2139#	1013	519	571	1	52,	439,	519,
784	156	0	0	1	6	1	10	+	CORE_REP|Org4_Gene5407#	1066	1	947	CORE_REP|Org13_Gene1638#	980	9	959	2	429,511,	1,436,	9,448,
90	30	0	0	1	12	1	12	+	CORE_REP|Org30_Gene1981#	1054	909	1041	CORE_REP|Org21_Gene2930#	276	143	275	2	58,62,	909,979,	143,213,
36	20	0	0	0	0	0	0	+	CORE_REP|Org30_Gene1981#	1054	793	849	CORE_REP|Org21_Gene2930#	276	20	76	1	56,	793,	20,
508	147	0	0	2	44	2	45	+	CORE_REP|Org30_Gene1981#	1054	8	707	CORE_REP|Org9_Gene3321#	779	19	719	3	267,51,337,	8,278,370,	19,290,382,
371	173	0	0	3	103	3	94	+	CORE_REP|Org1_Gene7291#	1049	144	791	CORE_REP|Org13_Gene3166#	992	96	734	4	305,45,93,101,	144,451,584,690,	96,404,527,633,
19	6	0	0	0	0	0	0	+	CORE_REP|Org1_Gene7291#	1049	884	909	CORE_REP|Org13_Gene3166#	992	828	853	1	25,	884,	828,
526	236	0	0	5	78	5	63	+	CORE_REP|Org1_Gene7291#	1049	74	914	CORE_REP|Org4_Gene3725#	984	27	852	6	311,108,141,97,69,36,	74,394,540,695,799,878,	27,347,483,634,737,816,
124	56	0	0	2	18	2	17	+	CORE_REP|Org28_Gene4231#	1046	742	940	CORE_REP|Org22_Gene2092#	929	296	493	3	84,57,39,	742,836,901,	296,395,454,
38	28	0	0	0	0	0	0	+	CORE_REP|Org28_Gene4231#	1046	605	671	CORE_REP|Org22_Gene2092#	929	175	241	1	66,	605,	175,
158	73	0	0	2	15	2	16	+	CORE_REP|Org28_Gene4231#	1046	59	305	CORE_REP|Org23_Gene2096#	534	194	441	3	27,54,150,	59,97,155,	194,232,291,
547	206	0	0	3	33	3	33	+	CORE_REP|Org32_Gene4852#	1042	256	1042	CORE_REP|Org17_Gene2253#	994	208	994	4	282,120,64,287,	256,552,684,755,	208,505,637,707,
46	25	0	0	0	0	0	0	+	CORE_REP|Org32_Gene4852#	1042	30	101	CORE_REP|Org17_Gene2253#	994	45	116	1	71,	30,	45,
36	18	0	0	0	0	0	0	+	CORE_REP|Org32_Gene4852#	1042	821	875	CORE_REP|Org17_Gene2253#	994	261	315	1	54,	821,	261,
21	7	0	0	0	0	0	0	+	CORE_REP|Org32_Gene4852#	1042	195	223	CORE_REP|Org17_Gene2253#	994	148	176	1	28,	195,	148,
151	42	0	0	0	0	0	0	+	CORE_REP|Org33_Gene5239#	1041	514	707	CORE_REP|Org14_Gene1778#	863	342	535	1	193,	514,	342,
46	22	0	0	0	0	0	0	+	CORE_REP|Org33_Gene5239#	1041	929	997	CORE_REP|Org14_Gene1778#	863	751	819	1	68,	929,	751,
25	12	0	0	0	0	0	0	+	CORE_REP|Org33_Gene5239#	1041	514	551	CORE_REP|Org19_Gene2430#	351	29	66	1	37,	514,	29,
23	12	0	0	0	0	0	0	+	CORE_REP|Org33_Gene5239#	1041	623	658	CORE_REP|Org6_Gene1702#	255	142	177	1	35,	623,	142,
374	177	0	0	5	166	5	170	+	CORE_REP|Org5_Gene5905#	1007	88	805	CORE_REP|Org1_Gene1170#	998	70	791	6	216,74,101,31,60,69,	88,315,440,596,635,736,	70,297,424,584,623,722,
667	184	0	0	5	49	5	47	+	CORE_REP|Org20_Gene483#	1001	48	948	CORE_REP|Org9_Gene4213#	934	17	915	6	210,167,32,219,62,161,	48,268,444,482,713,787,	17,235,414,451,679,754,
114	57	0	0	0	0	0	0	+	CORE_REP|Org30_Gene28#	1001	34	205	CORE_REP|Org6_Gene2712#	638	21	192	1	171,	34,	21,
87	42	0	0	0	0	0	0	+	CORE_REP|Org30_Gene28#	1001	306	435	CORE_REP|Org6_Gene2712#	638	330	459	1	129,	306,	330,
264	89	0	0	0	0	0	0	+	CORE_REP|Org30_Gene28#	1001	637	990	CORE_REP|Org7_Gene2865#	387	12	365	1	353,	637,	12,
637	175	0	0	4	77	4	75	+	CORE_REP|Org32_Gene4131#	983	93	982	CORE_REP|Org1_Gene1305#	941	54	941	5	113,239,273,156,31,	93,247,493,773,951,	54,206,449,732,910,
